subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,5,1,aktif,0.92963827,0.87508386,0.92148,0.7530409,0.8460332,0.9000439,0.91948384,0.8461642,0.94388825,0.7803016,0.86293197,0.9455282,0.9483357,0.794484,0.5695914,0.67491335,0.7912678,0.8021081,0.8683452,0.9440827,0.96980023,0.97425705,0.96757126,0.83625746,0.84337616,0.91087866,0.91931003,0.9864681
1,5,2,aktif,0.9616757,0.79085964,0.94552016,0.832946,0.8879984,0.92035663,0.94046056,0.7856928,0.96756995,0.8476969,0.92255986,0.9565349,0.9694423,0.7254077,0.54232943,0.6477541,0.71241677,0.7296735,0.91667867,0.9647178,0.9687362,0.98024154,0.9573568,0.89654225,0.89244306,0.9451199,0.9430245,0.99028105
1,5,3,aktif,0.9347771,0.8890476,0.9330697,0.7255371,0.84970134,0.91339844,0.9293049,0.8491881,0.97025466,0.7504048,0.8625416,0.946293,0.95171064,0.8481116,0.61643666,0.7369801,0.8337133,0.8398271,0.76383984,0.8769469,0.9661007,0.9851206,0.93860936,0.74337035,0.7775586,0.8522739,0.8870598,0.9754376
1,5,4,aktif,0.9445995,0.81812114,0.9242741,0.7075088,0.73540014,0.9128217,0.92217875,0.7851922,0.9654308,0.7355219,0.7686552,0.9599209,0.9669118,0.7061099,0.4242995,0.50666636,0.7253414,0.72878045,0.80800235,0.79981935,0.9646164,0.97087014,0.8836335,0.7983455,0.8080121,0.8118513,0.8179734,0.9826923
1,5,5,aktif,0.931554,0.87439644,0.8890152,0.7178468,0.7866389,0.8831028,0.8885145,0.8630969,0.94137484,0.797771,0.87036896,0.94526017,0.94149536,0.78102386,0.6114148,0.68527114,0.7812677,0.79062974,0.9073783,0.94600135,0.9685358,0.98484623,0.9426131,0.86757386,0.87834734,0.9265803,0.93679374,0.97897434
1,5,6,aktif,0.95430636,0.79347557,0.93077904,0.718842,0.8054904,0.9063954,0.92491114,0.78285664,0.9542378,0.742142,0.83571863,0.92132735,0.93668467,0.68482065,0.4178705,0.52561307,0.7025035,0.72206277,0.84353036,0.91748506,0.95932853,0.9691257,0.9640572,0.8101844,0.7964312,0.8777183,0.8670597,0.98358154
1,5,7,aktif,0.9336357,0.88796055,0.90137297,0.8172769,0.8687228,0.8877836,0.9141837,0.8749144,0.9536581,0.8621042,0.9168431,0.94695455,0.9528068,0.80705756,0.7233191,0.77875644,0.8039748,0.8155893,0.9344538,0.97609335,0.98142743,0.98639727,0.9741189,0.9224355,0.9181409,0.9602909,0.9575782,0.985986
1,5,8,aktif,0.9515303,0.8629954,0.9105679,0.76656616,0.82093203,0.9302793,0.92127717,0.8524754,0.92689514,0.7977953,0.8648233,0.9607905,0.95163774,0.75832313,0.58558875,0.65424246,0.8118102,0.8061916,0.8935288,0.94466513,0.9508825,0.9641815,0.97348034,0.8351511,0.8415337,0.8912499,0.8973235,0.970455
1,5,9,aktif,0.92743313,0.8316244,0.92910314,0.7676077,0.82926005,0.9049623,0.9115108,0.82191604,0.9470034,0.8017595,0.86667955,0.93753326,0.9520797,0.73951584,0.5570676,0.6226445,0.75517625,0.7710944,0.8729514,0.9316447,0.9540727,0.9661252,0.9668064,0.83905125,0.8555685,0.88999003,0.9104311,0.9795108
1,5,10,aktif,0.94213367,0.8736009,0.93963635,0.8596709,0.9022276,0.9166282,0.93441033,0.88891596,0.972745,0.8969128,0.9424527,0.9565588,0.96327704,0.8638456,0.75304455,0.81906396,0.8566248,0.8765443,0.94705147,0.9783298,0.9832142,0.991237,0.97814745,0.9369436,0.94071466,0.9701291,0.97233796,0.9879908
1,5,11,aktif,0.95867425,0.78046674,0.95981336,0.82633,0.8967022,0.92666847,0.94463146,0.82462835,0.951602,0.78965634,0.87787443,0.92979246,0.9478309,0.7574874,0.570731,0.673487,0.75009555,0.7656974,0.8879008,0.95549697,0.9758934,0.9841637,0.9685078,0.8692109,0.8612497,0.9391251,0.93528974,0.98536354
1,5,12,aktif,0.96215177,0.87271756,0.93647224,0.86287624,0.9007542,0.93048173,0.93917054,0.850537,0.96291983,0.8836768,0.92519474,0.9662897,0.96944594,0.80232084,0.7186789,0.75900096,0.8036837,0.8150323,0.9542012,0.9846834,0.9866374,0.98737144,0.98527193,0.93664604,0.929063,0.96938473,0.96376663,0.9884529
