subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,4,13,verbal,0.54954517,0.20620944,0.8012496,0.43228778,0.637598,0.7474595,0.7525763,0.32901704,0.7594794,0.12819873,0.2731333,0.680813,0.7030573,0.64491165,0.05109572,0.57347846,0.66662276,0.7497219,0.25342578,0.37175116,0.4418822,0.17813289,0.19013426,0.19448528,0.13581258,0.20911327,0.3008288,0.48454565
1,4,14,verbal,0.5405577,0.44755527,0.6427425,0.21124896,0.32763857,0.46858415,0.65649027,0.67600703,0.7363818,0.099837504,0.06660622,0.31382516,0.7020537,0.5717628,0.1420991,0.38558567,0.5843226,0.7010483,0.24795225,0.3751269,0.4887588,0.37777555,0.2116768,0.3319971,0.12976822,0.1561167,0.37104142,0.5339051
1,4,15,verbal,0.46543366,0.07179374,0.7210436,0.052365195,0.3283363,0.6306528,0.7817045,0.52621484,0.8062823,0.015941449,0.06118919,0.59381825,0.80223924,0.66258824,0.3826847,0.40854457,0.6219658,0.77595747,0.28801265,0.5751128,0.46220678,0.21420825,0.21531038,0.5326048,0.29616997,0.37889686,0.573052,0.60346055
1,5,1,verbal,0.73620546,0.04219149,0.8868213,0.7958551,0.6015043,0.86036646,0.8188099,0.58555424,0.85924184,0.59901655,0.2819829,0.79196066,0.795022,0.8791167,0.4577153,0.6371352,0.8970817,0.9152744,0.053353336,0.6386853,0.5411042,0.40445065,0.31697538,0.021735882,0.039241638,0.5385673,0.5911337,0.50630414
1,5,2,verbal,0.49010658,0.5662005,0.8588794,0.36477953,0.47169167,0.6378682,0.8435724,0.74904996,0.96483517,0.2278301,0.25018284,0.7078187,0.89933157,0.8763919,0.1368268,0.5303432,0.87725365,0.9141115,0.36379004,0.35052118,0.57610214,0.40252364,0.15104045,0.33212817,0.19742909,0.31539577,0.38515034,0.5444277
1,5,3,verbal,0.35660243,0.5554987,0.85934436,0.45784408,0.40084928,0.63894,0.8138668,0.6443239,0.8837979,0.49304965,0.29924345,0.54586726,0.69240683,0.93287545,0.5770743,0.7435775,0.9358781,0.9498088,0.3581851,0.64025325,0.77820116,0.6408057,0.1475769,0.041957512,0.14273599,0.087542556,0.48074576,0.6467631
1,5,4,verbal,0.65307987,0.87892467,0.829458,0.7557777,0.6884463,0.69093794,0.79254997,0.94379836,0.9117896,0.82658875,0.5784074,0.6968372,0.8559859,0.938515,0.86959165,0.8828697,0.9086277,0.92598563,0.024012964,0.4936353,0.8920323,0.84606254,0.19566579,0.5583451,0.32794416,0.106812686,0.3540236,0.7710308
1,5,5,verbal,0.61021525,0.5768726,0.78703016,0.6742403,0.4993707,0.582874,0.708257,0.76088077,0.88535297,0.6446278,0.32129773,0.5916696,0.7846558,0.851126,0.69083,0.8226606,0.75088733,0.8156747,0.076480806,0.6085569,0.84648323,0.5152062,0.301079,0.41935113,0.17604527,0.044024423,0.40824744,0.7369135
1,5,6,verbal,0.6278433,0.5851969,0.8201268,0.6456501,0.6784448,0.6346849,0.7456753,0.7079172,0.79388964,0.41126913,0.37676516,0.5905481,0.7739217,0.80234075,0.3824923,0.59165525,0.68780804,0.81633615,0.022764564,0.50144726,0.7391046,0.3239166,0.54602224,0.09003614,0.097011656,0.069982454,0.3924513,0.8021516
1,5,7,verbal,0.74695736,0.34138983,0.74583167,0.6600422,0.8136121,0.76435083,0.6844114,0.8055112,0.77517384,0.6274306,0.8172934,0.7698663,0.71324784,0.80081475,0.6802993,0.8523762,0.8114571,0.77245605,0.041786347,0.019330215,0.6902471,0.29939395,0.22418249,0.313054,0.045415007,0.55179864,0.083708525,0.6157566
1,5,8,verbal,0.79757476,0.34561327,0.9057701,0.91565996,0.6173337,0.8721076,0.86616236,0.81009674,0.9200191,0.9011812,0.48274505,0.84008855,0.840335,0.91897523,0.9204828,0.68114316,0.9014325,0.8983481,0.6556411,0.5848557,0.88477755,0.31431502,0.6947753,0.8516186,0.64343834,0.06521152,0.49959192,0.80161744
